0:0	0	2	1	0	1	1	4	78	
0:1	1	2	1	1	2	2	5	76	
0:2	2	2	0	2	0	2	2	37	
0:3	3	2	0	0	1	0	0	42	
1:0	4	2	1	0	1	1	4	52	
1:1	5	2	1	1	2	2	5	116	
1:2	6	2	0	2	0	2	2	24	
1:3	7	2	0	0	1	0	0	53	
2:0	8	2	1	0	1	1	4	63	
2:1	9	2	1	1	2	2	5	115	
2:2	10	2	0	2	0	2	2	29	
2:3	11	2	0	0	1	0	0	27	
3:0	12	2	1	0	1	1	4	117	
3:1	13	2	1	1	2	2	5	66	
3:2	14	2	1	2	0	0	3	69	
3:3	15	2	1	0	1	1	4	59	
4:0	16	2	1	0	1	1	4	63	
4:1	17	2	1	1	2	2	5	86	
4:2	18	2	1	2	0	0	3	137	
4:3	19	2	1	0	1	1	4	58	
5:0	20	2	1	0	1	1	4	82	
5:1	21	2	1	1	2	2	5	109	
5:2	22	2	1	2	0	0	3	53	
5:3	23	2	1	0	1	1	4	104	
6:0	24	2	1	0	1	1	4	97	
6:1	25	2	1	1	2	2	5	74	
6:2	26	2	0	2	0	2	2	48	
6:3	27	2	0	0	1	0	0	48	
7:0	28	2	1	0	1	1	4	67	
7:1	29	2	1	1	2	2	5	109	
7:2	30	2	0	2	0	2	2	49	
7:3	31	2	0	0	1	0	0	40	
8:0	32	2	1	0	1	1	3	203	
8:1	33	2	1	1	2	2	5	49	
8:2	34	2	0	2	0	2	2	73	
8:3	35	2	0	0	1	0	0	57	
9:0	36	2	1	0	1	1	4	351	
9:1	37	2	1	1	2	2	5	62	
9:2	38	2	1	2	0	0	3	99	
9:3	39	2	1	0	1	1	4	72	
10:0	40	2	1	0	1	1	4	123	
10:1	41	2	1	1	2	2	5	81	
10:2	42	2	1	2	0	0	3	64	
10:3	43	2	1	0	1	1	4	72	
11:0	44	2	1	0	1	1	4	93	
11:1	45	2	1	1	2	2	5	192	
11:2	46	2	1	2	0	0	3	107	
11:3	47	2	1	0	1	1	4	80	
12:0	48	2	1	0	1	1	4	130	
12:1	49	2	1	1	2	2	5	50	
12:2	50	2	0	2	0	2	2	50	
12:3	51	2	0	0	1	0	0	37	
13:0	52	2	1	0	1	1	4	163	
13:1	53	2	1	1	2	2	5	58	
13:2	54	2	0	2	0	2	2	62	
13:3	55	2	0	0	1	0	0	51	
14:0	56	2	1	0	1	1	4	188	
14:1	57	2	1	1	2	2	5	92	
14:2	58	2	0	2	0	2	2	60	
14:3	59	2	0	0	1	0	0	54	
15:0	60	2	1	0	1	1	4	106	
15:1	61	2	1	1	2	2	5	168	
15:2	62	2	1	2	0	0	3	103	
15:3	63	2	1	0	1	1	4	77	
16:0	64	2	1	0	1	1	4	123	
16:1	65	2	1	1	2	2	5	63	
16:2	66	2	1	2	0	0	3	93	
16:3	67	2	1	0	1	1	4	104	
17:0	68	2	1	0	1	1	4	78	
17:1	69	2	1	1	2	2	5	68	
17:2	70	2	1	2	0	0	3	66	
17:3	71	2	1	0	1	1	4	76	
18:0	72	2	1	0	1	1	4	59	
18:1	73	2	1	1	2	2	5	88	
18:2	74	2	0	2	0	2	2	92	
18:3	75	2	0	0	1	0	0	21	
19:0	76	2	1	0	1	1	4	88	
19:1	77	2	1	1	2	2	5	82	
19:2	78	2	0	2	0	2	2	38	
19:3	79	2	0	0	1	0	0	35	
20:0	80	2	1	0	1	1	4	119	
20:1	81	2	1	1	2	2	5	127	
20:2	82	2	0	2	0	2	2	80	
20:3	83	2	0	0	1	0	0	40	
21:0	84	2	1	0	1	1	4	122	
21:1	85	2	1	1	2	2	5	91	
21:2	86	2	1	2	0	0	3	98	
21:3	87	2	1	0	1	1	4	211	
22:0	88	2	1	0	1	1	4	71	
22:1	89	2	1	1	2	2	5	106	
22:2	90	2	1	2	0	0	3	43	
22:3	91	2	1	0	1	1	4	78	
23:0	92	2	1	0	1	1	4	83	
23:1	93	2	1	1	2	2	5	147	
23:2	94	2	1	2	0	0	3	51	
23:3	95	2	1	0	1	1	4	94	
24:0	96	2	1	0	1	1	4	80	
24:1	97	2	1	1	2	2	5	67	
24:2	98	2	0	2	0	2	2	74	
24:3	99	2	0	0	1	0	0	33	
25:0	100	2	1	0	1	1	4	95	
25:1	101	2	1	1	2	2	5	84	
25:2	102	2	0	2	0	2	2	68	
25:3	103	2	0	0	1	0	0	63	
26:0	104	2	1	0	1	1	4	155	
26:1	105	2	1	1	2	2	5	88	
26:2	106	2	0	2	0	2	2	64	
26:3	107	2	0	0	1	0	0	58	
27:0	108	2	1	0	1	1	4	87	
27:1	109	2	1	1	2	2	5	50	
27:2	110	2	1	2	0	0	3	70	
27:3	111	2	1	0	1	1	4	126	
28:0	112	2	1	0	1	1	4	77	
28:1	113	2	1	1	2	2	5	105	
28:2	114	2	1	2	0	0	3	75	
28:3	115	2	1	0	1	1	4	71	
29:0	116	2	1	0	1	1	4	93	
29:1	117	2	1	1	2	2	5	46	
29:2	118	2	1	2	0	0	3	52	
29:3	119	2	1	0	1	1	4	79	
30:0	120	2	1	0	1	1	4	88	
30:1	121	2	1	1	2	2	5	76	
30:2	122	2	0	2	0	2	2	64	
30:3	123	2	0	0	1	0	0	67	
31:0	124	2	1	0	1	1	4	85	
31:1	125	2	1	1	2	2	5	79	
31:2	126	2	0	2	0	2	2	44	
31:3	127	2	0	0	1	0	0	47	
32:0	128	2	1	0	1	1	4	90	
32:1	129	2	1	1	2	2	5	44	
32:2	130	2	0	2	0	2	2	37	
32:3	131	2	0	0	1	0	0	49	
33:0	132	2	1	0	1	1	4	57	
33:1	133	2	1	1	2	2	5	59	
33:2	134	2	1	2	0	0	3	116	
33:3	135	2	1	0	1	1	4	96	
34:0	136	2	1	0	1	1	4	104	
34:1	137	2	1	1	2	2	5	118	
34:2	138	2	1	2	0	0	3	120	
34:3	139	2	1	0	1	1	4	69	
35:0	140	2	1	0	1	1	4	175	
35:1	141	2	1	1	2	2	5	71	
35:2	142	2	1	2	0	0	3	75	
35:3	143	2	1	0	1	1	4	61	
36:0	144	2	1	0	1	1	4	74	
36:1	145	2	1	1	2	2	5	266	
36:2	146	2	0	2	0	2	2	69	
36:3	147	2	0	0	1	0	0	76	
37:0	148	2	1	0	1	1	4	113	
37:1	149	2	1	1	2	2	5	46	
37:2	150	2	0	2	0	2	2	55	
37:3	151	2	0	0	1	0	0	54	
38:0	152	2	1	0	1	1	4	88	
38:1	153	2	1	1	2	2	5	54	
38:2	154	2	0	2	0	2	2	49	
38:3	155	2	0	0	1	0	0	32	
39:0	156	2	1	0	1	1	4	95	
39:1	157	2	1	1	2	2	5	95	
39:2	158	2	1	2	0	0	3	134	
39:3	159	2	1	0	1	1	4	92	
40:0	160	2	1	0	1	1	4	70	
40:1	161	2	1	1	2	2	5	56	
40:2	162	2	1	2	0	0	3	120	
40:3	163	2	1	0	1	1	4	66	
41:0	164	2	1	0	1	1	4	85	
41:1	165	2	1	1	2	2	5	65	
41:2	166	2	1	2	0	0	3	81	
41:3	167	2	1	0	1	1	4	75	
42:0	168	2	1	0	1	1	4	65	
42:1	169	2	1	1	2	2	5	63	
42:2	170	2	0	2	0	2	2	62	
42:3	171	2	0	0	1	0	0	53	
43:0	172	2	1	0	1	1	4	88	
43:1	173	2	1	1	2	2	5	78	
43:2	174	2	0	2	0	2	2	74	
43:3	175	2	0	0	1	0	0	62	
44:0	176	2	1	0	1	1	4	83	
44:1	177	2	1	1	2	2	5	110	
44:2	178	2	0	2	0	2	2	82	
44:3	179	2	0	0	1	0	0	44	
45:0	180	2	1	0	1	1	4	145	
45:1	181	2	1	1	2	2	5	126	
45:2	182	2	1	2	0	0	3	38	
45:3	183	2	1	0	1	1	4	60	
46:0	184	2	1	0	1	1	4	88	
46:1	185	2	1	1	2	2	5	81	
46:2	186	2	1	2	0	0	3	66	
46:3	187	2	1	0	1	1	4	157	
47:0	188	2	1	0	1	1	4	88	
47:1	189	2	1	1	2	2	5	39	
47:2	190	2	1	2	0	0	3	169	
47:3	191	2	1	0	1	1	4	78	
48:0	192	2	1	0	1	1	4	75	
48:1	193	2	1	1	2	2	5	78	
48:2	194	2	0	2	0	2	2	62	
48:3	195	2	0	0	1	0	0	42	
49:0	196	2	1	0	1	1	4	80	
49:1	197	2	1	1	2	2	5	174	
49:2	198	2	0	2	0	2	2	74	
49:3	199	2	0	0	1	0	0	83	
50:0	200	2	1	0	1	1	4	77	
50:1	201	2	1	1	2	2	5	117	
50:2	202	2	0	2	0	2	2	73	
50:3	203	2	0	0	1	0	0	30	
51:0	204	2	1	0	1	1	4	105	
51:1	205	2	1	1	2	2	5	67	
51:2	206	2	1	2	0	0	3	77	
51:3	207	2	1	0	1	1	4	69	
52:0	208	2	1	0	1	1	4	63	
52:1	209	2	1	1	2	2	5	57	
52:2	210	2	1	2	0	0	3	104	
52:3	211	2	1	0	1	1	4	148	
53:0	212	2	1	0	1	1	4	187	
53:1	213	2	1	1	2	2	5	72	
53:2	214	2	1	2	0	0	3	39	
53:3	215	2	1	0	1	1	4	79	
54:0	216	2	1	0	1	1	4	105	
54:1	217	2	1	1	2	2	5	60	
54:2	218	2	0	2	0	2	2	47	
54:3	219	2	0	0	1	0	0	47	
55:0	220	2	1	0	1	1	4	65	
55:1	221	2	1	1	2	2	5	88	
55:2	222	2	0	2	0	2	2	38	
55:3	223	2	0	0	1	0	0	36	
56:0	224	2	1	0	1	1	4	82	
56:1	225	2	1	1	2	2	5	82	
56:2	226	2	0	2	0	2	2	69	
56:3	227	2	0	0	1	0	0	20	
57:0	228	2	1	0	1	1	4	74	
57:1	229	2	1	1	2	2	5	92	
57:2	230	2	1	2	0	0	3	67	
57:3	231	2	1	0	1	1	4	46	
58:0	232	2	1	0	1	1	4	73	
58:1	233	2	1	1	2	2	5	74	
58:2	234	2	1	2	0	0	3	81	
58:3	235	2	1	0	1	1	4	72	
59:0	236	2	1	0	1	1	4	120	
59:1	237	2	1	1	2	2	5	307	
59:2	238	2	1	2	0	0	3	334	
59:3	239	2	1	0	1	1	4	107	
60:0	240	2	1	0	1	1	4	97	
60:1	241	2	1	1	2	2	5	76	
60:2	242	2	0	2	0	2	2	66	
60:3	243	2	0	0	1	0	0	29	
61:0	244	2	1	0	1	1	4	83	
61:1	245	2	1	1	2	2	5	60	
61:2	246	2	0	2	0	2	2	40	
61:3	247	2	0	0	1	0	0	55	
62:0	248	2	1	0	1	1	4	84	
62:1	249	2	1	1	2	2	5	93	
62:2	250	2	0	2	0	2	2	82	
62:3	251	2	0	0	1	0	0	45	
63:0	252	2	1	0	1	1	4	156	
63:1	253	2	1	1	2	2	5	81	
63:2	254	2	1	2	0	0	3	80	
63:3	255	2	1	0	1	1	4	207	
64:0	256	2	1	0	1	1	4	117	
64:1	257	2	1	1	2	2	5	97	
64:2	258	2	1	2	0	0	3	182	
64:3	259	2	1	0	1	1	4	84	
65:0	260	2	1	0	1	1	4	69	
65:1	261	2	1	1	2	2	5	59	
65:2	262	2	1	2	0	0	3	72	
65:3	263	2	1	0	1	1	4	147	
66:0	264	2	1	0	1	1	4	60	
66:1	265	2	1	1	2	2	5	61	
66:2	266	2	0	2	0	2	2	68	
66:3	267	2	0	0	1	0	0	38	
67:0	268	2	1	0	1	1	4	72	
67:1	269	2	1	1	2	2	5	71	
67:2	270	2	0	2	0	2	2	37	
67:3	271	2	0	0	1	0	0	45	
68:0	272	2	1	0	1	1	4	191	
68:1	273	2	1	1	2	2	5	150	
68:2	274	2	0	2	0	2	2	73	
68:3	275	2	0	0	1	0	0	28	
69:0	276	2	1	0	1	1	4	119	
69:1	277	2	1	1	2	2	5	100	
69:2	278	2	1	2	0	0	3	85	
69:3	279	2	1	0	1	1	4	94	
70:0	280	2	1	0	1	1	4	455	
70:1	281	2	1	1	2	2	5	86	
70:2	282	2	1	2	0	0	3	98	
70:3	283	2	1	0	1	1	4	50	
71:0	284	2	1	0	1	1	4	79	
71:1	285	2	1	1	2	2	5	146	
71:2	286	2	1	2	0	0	3	73	
71:3	287	2	1	0	1	1	4	91	
72:0	288	2	1	0	1	1	4	49	
72:1	289	2	1	1	2	2	5	108	
72:2	290	2	0	2	0	2	2	77	
72:3	291	2	0	0	1	0	0	37	
73:0	292	2	1	0	1	1	4	77	
73:1	293	2	1	1	2	2	5	123	
73:2	294	2	0	2	0	2	2	88	
73:3	295	2	0	0	1	0	0	46	
74:0	296	2	1	0	1	1	4	181	
74:1	297	2	1	1	2	2	5	83	
74:2	298	2	0	2	0	2	2	74	
74:3	299	2	0	0	1	0	0	29	
75:0	300	2	1	0	1	1	4	85	
75:1	301	2	1	1	2	2	5	423	
75:2	302	2	1	2	0	0	3	92	
75:3	303	2	1	0	1	1	4	105	
76:0	304	2	1	0	1	1	0	32	
76:1	305	2	1	1	2	2	5	123	
76:2	306	2	1	2	0	0	3	67	
76:3	307	2	1	0	1	1	4	82	
77:0	308	2	1	0	1	1	3	75	
77:1	309	2	1	1	2	2	5	69	
77:2	310	2	1	2	0	0	3	68	
77:3	311	2	1	0	1	1	4	71	
78:0	312	2	1	0	1	1	3	264	
78:1	313	2	1	1	2	2	5	106	
78:2	314	2	0	2	0	2	2	100	
78:3	315	2	0	0	1	0	0	46	
79:0	316	2	1	0	1	1	4	169	
79:1	317	2	1	1	2	2	5	78	
79:2	318	2	0	2	0	2	2	46	
79:3	319	2	0	0	1	0	0	60	
80:0	320	2	1	0	1	1	4	111	
80:1	321	2	1	1	2	2	5	128	
80:2	322	2	0	2	0	2	2	72	
80:3	323	2	0	0	1	0	0	60	
81:0	324	2	1	0	1	1	4	79	
81:1	325	2	1	1	2	2	5	63	
81:2	326	2	1	2	0	0	3	330	
81:3	327	2	1	0	1	1	4	51	
82:0	328	2	1	0	1	1	4	90	
82:1	329	2	1	1	2	2	5	52	
82:2	330	2	1	2	0	0	3	125	
82:3	331	2	1	0	1	1	4	93	
83:0	332	2	1	0	1	1	4	80	
83:1	333	2	1	1	2	2	5	153	
83:2	334	2	1	2	0	0	3	128	
83:3	335	2	1	0	1	1	4	88	
84:0	336	2	1	0	1	1	4	48	
84:1	337	2	1	1	2	2	5	261	
84:2	338	2	0	2	0	2	2	80	
84:3	339	2	0	0	1	0	0	34	
85:0	340	2	1	0	1	1	4	454	
85:1	341	2	1	1	2	2	5	51	
85:2	342	2	0	2	0	2	2	46	
85:3	343	2	0	0	1	0	0	45	
86:0	344	2	1	0	1	1	4	172	
86:1	345	2	1	1	2	2	5	103	
86:2	346	2	0	2	0	2	2	65	
86:3	347	2	0	0	1	0	0	48	
87:0	348	2	1	0	1	1	4	69	
87:1	349	2	1	1	2	2	5	72	
87:2	350	2	1	2	0	0	3	196	
87:3	351	2	1	0	1	1	4	146	
88:0	352	2	1	0	1	1	4	78	
88:1	353	2	1	1	2	2	5	97	
88:2	354	2	1	2	0	0	3	84	
88:3	355	2	1	0	1	1	4	76	
89:0	356	2	1	0	1	1	4	79	
89:1	357	2	1	1	2	2	5	90	
89:2	358	2	1	2	0	0	3	46	
89:3	359	2	1	0	1	1	4	91	
90:0	360	2	1	0	1	1	4	90	
90:1	361	2	1	1	2	2	5	45	
90:2	362	2	0	2	0	2	2	31	
90:3	363	2	0	0	1	0	0	78	
91:0	364	2	1	0	1	1	4	89	
91:1	365	2	1	1	2	2	5	78	
91:2	366	2	0	2	0	2	2	56	
91:3	367	2	0	0	1	0	0	29	
92:0	368	2	1	0	1	1	4	100	
92:1	369	2	1	1	2	2	5	90	
92:2	370	2	0	2	0	2	2	54	
92:3	371	2	0	0	1	0	0	40	
93:0	372	2	1	0	1	1	4	220	
93:1	373	2	1	1	2	2	5	54	
93:2	374	2	1	2	0	0	3	93	
93:3	375	2	1	0	1	1	4	49	
94:0	376	2	1	0	1	1	4	173	
94:1	377	2	1	1	2	2	5	67	
94:2	378	2	1	2	0	0	3	77	
94:3	379	2	1	0	1	1	4	70	
95:0	380	2	1	0	1	1	4	95	
95:1	381	2	1	1	2	2	5	137	
95:2	382	2	1	2	0	0	3	62	
95:3	383	2	1	0	1	1	4	137	
96:0	384	2	1	0	1	1	4	100	
96:1	385	2	1	1	2	2	5	328	
96:2	386	2	0	2	0	2	2	83	
96:3	387	2	0	0	1	0	0	64	
97:0	388	2	1	0	1	1	4	35	
97:1	389	2	1	1	2	2	5	97	
97:2	390	2	0	2	0	2	2	40	
97:3	391	2	0	0	1	0	0	46	
98:0	392	2	1	0	1	1	4	92	
98:1	393	2	1	1	2	2	5	178	
98:2	394	2	0	2	0	2	2	102	
98:3	395	2	0	0	1	0	0	33	
99:0	396	2	1	0	1	1	4	241	
99:1	397	2	1	1	2	2	5	97	
99:2	398	2	1	2	0	0	3	54	
99:3	399	2	1	0	1	1	4	105	
100:0	400	2	1	0	1	1	4	97	
100:1	401	2	1	1	2	2	5	68	
100:2	402	2	1	2	0	0	3	107	
100:3	403	2	1	0	1	1	4	45	
101:0	404	2	1	0	1	1	4	86	
101:1	405	2	1	1	2	2	5	54	
101:2	406	2	1	2	0	0	3	100	
101:3	407	2	1	0	1	1	4	47	
102:0	408	2	1	0	1	1	4	91	
102:1	409	2	1	1	2	2	5	101	
102:2	410	2	0	2	0	2	2	81	
102:3	411	2	0	0	1	0	0	41	
103:0	412	2	1	0	1	1	4	104	
103:1	413	2	1	1	2	2	5	99	
103:2	414	2	0	2	0	2	2	83	
103:3	415	2	0	0	1	0	0	40	
104:0	416	2	1	0	1	1	4	162	
104:1	417	2	1	1	2	2	5	62	
104:2	418	2	0	2	0	2	2	84	
104:3	419	2	0	0	1	0	0	46	
105:0	420	2	1	0	1	1	4	85	
105:1	421	2	1	1	2	2	5	137	
105:2	422	2	1	2	0	0	3	69	
105:3	423	2	1	0	1	1	4	55	
106:0	424	2	1	0	1	1	4	97	
106:1	425	2	1	1	2	2	5	418	
106:2	426	2	1	2	0	0	3	61	
106:3	427	2	1	0	1	1	4	146	
107:0	428	2	1	0	1	1	4	85	
107:1	429	2	1	1	2	2	5	69	
107:2	430	2	1	2	0	0	3	92	
